Entity,Code,Day,total_vaccinations
Mississippi,,2021-04-04,1240970
Mississippi,,2021-04-05,1241033
Mississippi,,2021-04-06,1248545
Mississippi,,2021-04-07,1267121
Mississippi,,2021-04-08,1289701
Mississippi,,2021-04-09,1312516
Mississippi,,2021-04-10,1337659
Mississippi,,2021-04-11,1363366
Mississippi,,2021-04-12,1363558
Mississippi,,2021-04-13,1372977
Mississippi,,2021-04-14,1392708
Mississippi,,2021-04-15,1410771
Mississippi,,2021-04-16,1429671
Mississippi,,2021-04-17,1430205
Mississippi,,2021-04-18,1466965
Mississippi,,2021-04-19,1467335
Mississippi,,2021-04-20,1473438
Mississippi,,2021-04-21,1486937
Mississippi,,2021-04-22,1503377
Mississippi,,2021-04-23,1518877
Mississippi,,2021-04-24,1519349
Mississippi,,2021-04-25,1520594
Missouri,,2021-01-12,161784
Missouri,,2021-01-13,161784
Missouri,,2021-01-14,175314
Missouri,,2021-01-15,190447
Missouri,,2021-01-19,236254
Missouri,,2021-01-20,244476
Missouri,,2021-01-21,265382
Missouri,,2021-01-22,285697
Missouri,,2021-01-23,291723
Missouri,,2021-01-24,317737
Missouri,,2021-01-25,335695
Missouri,,2021-01-26,340273
Missouri,,2021-01-27,358150
Missouri,,2021-01-28,382552
Missouri,,2021-01-29,408441
Missouri,,2021-01-30,408441
Missouri,,2021-01-31,444384
Missouri,,2021-02-01,462202
Missouri,,2021-02-02,466406
Missouri,,2021-02-03,482112
Missouri,,2021-02-04,505207
Missouri,,2021-02-05,536188
Missouri,,2021-02-06,583949
Missouri,,2021-02-07,625152
Missouri,,2021-02-08,643439
Missouri,,2021-02-09,646863
Missouri,,2021-02-10,669658
Missouri,,2021-02-11,694992
Missouri,,2021-02-12,717483
Missouri,,2021-02-13,806902
Missouri,,2021-02-14,848026
Missouri,,2021-02-16,878941
Missouri,,2021-02-17,892006
Missouri,,2021-02-18,915475
Missouri,,2021-02-19,1014248
Missouri,,2021-02-20,1042872
Missouri,,2021-02-21,1083721
Missouri,,2021-02-22,1103908
Missouri,,2021-02-23,1110913
Missouri,,2021-02-24,1137233
Missouri,,2021-02-25,1167787
Missouri,,2021-02-26,1213449
Missouri,,2021-02-27,1278087
Missouri,,2021-02-28,1279404
Missouri,,2021-03-01,1375027
Missouri,,2021-03-02,1384067
Missouri,,2021-03-03,1415806
Missouri,,2021-03-04,1458439
Missouri,,2021-03-05,1504236
Missouri,,2021-03-06,1552157
Missouri,,2021-03-07,1600118
Missouri,,2021-03-08,1633864
Missouri,,2021-03-09,1647096
Missouri,,2021-03-10,1685362
Missouri,,2021-03-11,1724580
Missouri,,2021-03-12,1759789
Missouri,,2021-03-13,1867231
Missouri,,2021-03-14,1867231
Missouri,,2021-03-15,1897083
Missouri,,2021-03-16,1907859
Missouri,,2021-03-17,1939762
Missouri,,2021-03-18,1989274
Missouri,,2021-03-19,2033873
Missouri,,2021-03-20,2087816
Missouri,,2021-03-21,2143727
Missouri,,2021-03-22,2174546
Missouri,,2021-03-23,2192811
Missouri,,2021-03-24,2229686
Missouri,,2021-03-25,2276318
Missouri,,2021-03-26,2317440
Missouri,,2021-03-27,2371541
Missouri,,2021-03-28,2430704
Missouri,,2021-03-29,2464910
Missouri,,2021-03-30,2481467
Missouri,,2021-03-31,2524827
Missouri,,2021-04-01,2576981
Missouri,,2021-04-02,2668283
Missouri,,2021-04-03,2745801
Missouri,,2021-04-04,2807214
Missouri,,2021-04-05,2853511
Missouri,,2021-04-06,2861032
Missouri,,2021-04-07,2904295
Missouri,,2021-04-08,2970903
Missouri,,2021-04-09,3020648
Missouri,,2021-04-10,3083405
Missouri,,2021-04-11,3146868
Missouri,,2021-04-12,3196092
Missouri,,2021-04-13,3242310
Missouri,,2021-04-14,3263224
Missouri,,2021-04-15,3310684
Missouri,,2021-04-16,3366674
Missouri,,2021-04-17,3436756
Missouri,,2021-04-18,3508767
Missouri,,2021-04-19,3536035
Missouri,,2021-04-20,3545080
Missouri,,2021-04-21,3588783
Missouri,,2021-04-22,3639625
Missouri,,2021-04-23,3690346
Missouri,,2021-04-24,3729759
Missouri,,2021-04-25,3805156
Montana,,2021-01-12,42083
Montana,,2021-01-13,44063
Montana,,2021-01-14,46620
Montana,,2021-01-15,49364
Montana,,2021-01-19,55893
Montana,,2021-01-20,57220
Montana,,2021-01-21,60389
Montana,,2021-01-22,66348
Montana,,2021-01-23,72544
Montana,,2021-01-24,76590
Montana,,2021-01-25,77356
Montana,,2021-01-26,77748
Montana,,2021-01-27,81169
Montana,,2021-01-28,86213
Montana,,2021-01-29,92589
Montana,,2021-01-30,99272
Montana,,2021-01-31,104525
Montana,,2021-02-01,106145
Montana,,2021-02-02,107324
Montana,,2021-02-03,110374
Montana,,2021-02-04,116148
Montana,,2021-02-05,122536
Montana,,2021-02-06,130883
Montana,,2021-02-07,137765
Montana,,2021-02-08,139273
Montana,,2021-02-09,140124
Montana,,2021-02-10,144343
Montana,,2021-02-11,149339
Montana,,2021-02-12,157695
Montana,,2021-02-13,167360
Montana,,2021-02-14,176810
Montana,,2021-02-16,181665
Montana,,2021-02-17,184579
Montana,,2021-02-18,190070
Montana,,2021-02-19,221225
Montana,,2021-02-20,228890
Montana,,2021-02-21,237099
Montana,,2021-02-22,240814
Montana,,2021-02-23,243015
Montana,,2021-02-24,246626
Montana,,2021-02-25,252295
Montana,,2021-02-26,260990
Montana,,2021-02-27,271075
Montana,,2021-02-28,281422
Montana,,2021-03-01,284679
Montana,,2021-03-02,286163
Montana,,2021-03-03,291572
Montana,,2021-03-04,301007
Montana,,2021-03-05,312296
Montana,,2021-03-06,324102
Montana,,2021-03-07,337005
Montana,,2021-03-08,341554
Montana,,2021-03-09,343597
Montana,,2021-03-10,349631
Montana,,2021-03-11,359446
Montana,,2021-03-12,370463
Montana,,2021-03-13,383241
Montana,,2021-03-14,395770
Montana,,2021-03-15,398858
Montana,,2021-03-16,401716
Montana,,2021-03-17,406867
Montana,,2021-03-18,414258
Montana,,2021-03-19,422946
Montana,,2021-03-20,433315
Montana,,2021-03-21,443030
Montana,,2021-03-22,447675
Montana,,2021-03-23,447693
Montana,,2021-03-24,455003
Montana,,2021-03-25,463857
Montana,,2021-03-26,475058
Montana,,2021-03-27,487221
Montana,,2021-03-28,499029
Montana,,2021-03-29,502390
Montana,,2021-03-30,504919
Montana,,2021-03-31,522897
Montana,,2021-04-01,534273
Montana,,2021-04-02,545186
Montana,,2021-04-03,557322
Montana,,2021-04-04,569766
Montana,,2021-04-05,573480
Montana,,2021-04-06,575293
Montana,,2021-04-07,584386
Montana,,2021-04-08,596472
Montana,,2021-04-09,609984
Montana,,2021-04-10,622560
Montana,,2021-04-11,635147
Montana,,2021-04-12,639104
Montana,,2021-04-13,641916
Montana,,2021-04-14,643288
Montana,,2021-04-15,655446
Montana,,2021-04-16,666324
Montana,,2021-04-17,677644
Montana,,2021-04-18,678296
Montana,,2021-04-19,691035
Montana,,2021-04-20,692839
Montana,,2021-04-21,697964
Montana,,2021-04-22,705683
Montana,,2021-04-23,714287
Montana,,2021-04-24,724221
Montana,,2021-04-25,732282
Nebraska,,2021-01-12,74439
Nebraska,,2021-01-13,79699
Nebraska,,2021-01-14,84920
Nebraska,,2021-01-15,91195
Nebraska,,2021-01-19,103689
Nebraska,,2021-01-20,106283
Nebraska,,2021-01-21,111841
Nebraska,,2021-01-22,118450
Nebraska,,2021-01-23,124069
Nebraska,,2021-01-24,132846
Nebraska,,2021-01-25,134033
Nebraska,,2021-01-26,135131
Nebraska,,2021-01-27,139573
Nebraska,,2021-01-28,150019
Nebraska,,2021-01-29,158370
Nebraska,,2021-01-30,167276
Nebraska,,2021-01-31,177711
Nebraska,,2021-02-01,180917
Nebraska,,2021-02-02,182412
Nebraska,,2021-02-03,188285
Nebraska,,2021-02-04,195126
Nebraska,,2021-02-05,204136
Nebraska,,2021-02-06,218405
Nebraska,,2021-02-07,230874
Nebraska,,2021-02-08,234061
Nebraska,,2021-02-09,235298
Nebraska,,2021-02-10,241067
Nebraska,,2021-02-11,247879
Nebraska,,2021-02-12,259906
Nebraska,,2021-02-13,273950
Nebraska,,2021-02-14,285708
Nebraska,,2021-02-16,290626
Nebraska,,2021-02-17,294904
Nebraska,,2021-02-18,305057
Nebraska,,2021-02-19,347754
Nebraska,,2021-02-20,360582
Nebraska,,2021-02-21,372655
Nebraska,,2021-02-22,380648
Nebraska,,2021-02-23,392756
Nebraska,,2021-02-24,405896
Nebraska,,2021-02-25,422419
Nebraska,,2021-02-26,442310
Nebraska,,2021-02-27,443974
Nebraska,,2021-02-28,474439
Nebraska,,2021-03-01,476315
Nebraska,,2021-03-02,484888
Nebraska,,2021-03-03,497106
Nebraska,,2021-03-04,513497
Nebraska,,2021-03-05,535213
Nebraska,,2021-03-06,536126
Nebraska,,2021-03-07,556061
Nebraska,,2021-03-08,573413
Nebraska,,2021-03-09,594293
Nebraska,,2021-03-10,607373
Nebraska,,2021-03-11,629765
Nebraska,,2021-03-12,653385
Nebraska,,2021-03-13,666329
Nebraska,,2021-03-14,666417
Nebraska,,2021-03-15,684831
Nebraska,,2021-03-16,697176
Nebraska,,2021-03-17,712099
Nebraska,,2021-03-18,731885
Nebraska,,2021-03-19,754880
Nebraska,,2021-03-20,755802
Nebraska,,2021-03-21,775509
Nebraska,,2021-03-22,797409
Nebraska,,2021-03-23,804643
Nebraska,,2021-03-24,818325
Nebraska,,2021-03-25,836012
Nebraska,,2021-03-26,857343
Nebraska,,2021-03-27,858106
Nebraska,,2021-03-28,881787
Nebraska,,2021-03-29,900049
Nebraska,,2021-03-30,916701
Nebraska,,2021-03-31,940837
Nebraska,,2021-04-01,966534
Nebraska,,2021-04-02,991673
Nebraska,,2021-04-03,992251
Nebraska,,2021-04-04,1009786
Nebraska,,2021-04-05,1024342
Nebraska,,2021-04-06,1036053
Nebraska,,2021-04-07,1055469
Nebraska,,2021-04-08,1076467
Nebraska,,2021-04-09,1107623
Nebraska,,2021-04-10,1108135
Nebraska,,2021-04-11,1130671
Nebraska,,2021-04-12,1145421
Nebraska,,2021-04-13,1185844
Nebraska,,2021-04-14,1208422
Nebraska,,2021-04-15,1228445
Nebraska,,2021-04-16,1256055
Nebraska,,2021-04-17,1256376
Nebraska,,2021-04-18,1267986
Nebraska,,2021-04-19,1280204
Nebraska,,2021-04-20,1297175
Nebraska,,2021-04-21,1307408
Nebraska,,2021-04-22,1330661
Nebraska,,2021-04-23,1339495
Nebraska,,2021-04-24,1345536
Nebraska,,2021-04-25,1346051
Nevada,,2021-01-12,61653
Nevada,,2021-01-13,61653
Nevada,,2021-01-14,76844
Nevada,,2021-01-15,83674
Nevada,,2021-01-19,102840
Nevada,,2021-01-20,107133
Nevada,,2021-01-21,115991
Nevada,,2021-01-22,126458
Nevada,,2021-01-23,137031
Nevada,,2021-01-24,152203
Nevada,,2021-01-25,159869
Nevada,,2021-01-26,164362
Nevada,,2021-01-27,174367
Nevada,,2021-01-28,194942
Nevada,,2021-01-29,210185
Nevada,,2021-01-30,224192
Nevada,,2021-01-31,241078
Nevada,,2021-02-01,248754
Nevada,,2021-02-02,253174
Nevada,,2021-02-03,279471
Nevada,,2021-02-04,291601
Nevada,,2021-02-05,304323
Nevada,,2021-02-06,322252
Nevada,,2021-02-07,334073
Nevada,,2021-02-08,346685
Nevada,,2021-02-09,351531
Nevada,,2021-02-10,366333
Nevada,,2021-02-11,379077
Nevada,,2021-02-12,394172
Nevada,,2021-02-13,411057
Nevada,,2021-02-14,428423
Nevada,,2021-02-16,446800
Nevada,,2021-02-17,453012
Nevada,,2021-02-18,466981
Nevada,,2021-02-19,522332
Nevada,,2021-02-20,555742
Nevada,,2021-02-21,569810
Nevada,,2021-02-22,586518
Nevada,,2021-02-23,598423
Nevada,,2021-02-24,606821
Nevada,,2021-02-25,622189
Nevada,,2021-02-26,642562
Nevada,,2021-02-27,665577
Nevada,,2021-02-28,685692
Nevada,,2021-03-01,715121
Nevada,,2021-03-02,723182
Nevada,,2021-03-03,733953
Nevada,,2021-03-04,750160
Nevada,,2021-03-05,773285
Nevada,,2021-03-06,800030
Nevada,,2021-03-07,829262
Nevada,,2021-03-08,855890
Nevada,,2021-03-09,864967
Nevada,,2021-03-10,878645
Nevada,,2021-03-11,904504
Nevada,,2021-03-12,930754
Nevada,,2021-03-13,958706
Nevada,,2021-03-14,989342
Nevada,,2021-03-15,1013805
Nevada,,2021-03-16,1020137
Nevada,,2021-03-17,1034347
Nevada,,2021-03-18,1062287
Nevada,,2021-03-19,1086559
Nevada,,2021-03-20,1116221
Nevada,,2021-03-21,1145354
Nevada,,2021-03-22,1164939
Nevada,,2021-03-23,1170434
Nevada,,2021-03-24,1185896
Nevada,,2021-03-25,1214518
Nevada,,2021-03-26,1243965
Nevada,,2021-03-27,1274357
Nevada,,2021-03-28,1303006
Nevada,,2021-03-29,1328018
Nevada,,2021-03-30,1335002
Nevada,,2021-03-31,1348526
Nevada,,2021-04-01,1374197
Nevada,,2021-04-02,1399135
Nevada,,2021-04-03,1431817
Nevada,,2021-04-04,1462114
Nevada,,2021-04-05,1482433
Nevada,,2021-04-06,1487176
Nevada,,2021-04-07,1505143
Nevada,,2021-04-08,1536848
Nevada,,2021-04-09,1576189
Nevada,,2021-04-10,1615552
Nevada,,2021-04-11,1652963
Nevada,,2021-04-12,1684035
Nevada,,2021-04-13,1692135
Nevada,,2021-04-14,1709620
Nevada,,2021-04-15,1744896
Nevada,,2021-04-16,1774080
Nevada,,2021-04-17,1803308
Nevada,,2021-04-18,1834497
Nevada,,2021-04-19,1856362
Nevada,,2021-04-20,1863377
Nevada,,2021-04-21,1879451
Nevada,,2021-04-22,1901548
Nevada,,2021-04-23,1922250
Nevada,,2021-04-24,1943150
Nevada,,2021-04-25,1966545
New Hampshire,,2021-01-12,50613
New Hampshire,,2021-01-13,55218
New Hampshire,,2021-01-14,58711
New Hampshire,,2021-01-15,62517
New Hampshire,,2021-01-19,71556
New Hampshire,,2021-01-20,75418
New Hampshire,,2021-01-21,80639
New Hampshire,,2021-01-22,85595
New Hampshire,,2021-01-23,89816
New Hampshire,,2021-01-24,93338
New Hampshire,,2021-01-25,94623
New Hampshire,,2021-01-26,97002
New Hampshire,,2021-01-27,103080
New Hampshire,,2021-01-28,110451
New Hampshire,,2021-01-29,117408
New Hampshire,,2021-01-30,123740
New Hampshire,,2021-01-31,128313
New Hampshire,,2021-02-01,130515
New Hampshire,,2021-02-02,135799
New Hampshire,,2021-02-03,138271
New Hampshire,,2021-02-04,145086
New Hampshire,,2021-02-05,153145
New Hampshire,,2021-02-06,161178
New Hampshire,,2021-02-07,165887
New Hampshire,,2021-02-08,166603
New Hampshire,,2021-02-09,168727
New Hampshire,,2021-02-10,176192
New Hampshire,,2021-02-11,184103
New Hampshire,,2021-02-12,191114
New Hampshire,,2021-02-13,200675
New Hampshire,,2021-02-14,208541
New Hampshire,,2021-02-16,216649
New Hampshire,,2021-02-17,218316
New Hampshire,,2021-02-18,226863
New Hampshire,,2021-02-19,241386
New Hampshire,,2021-02-20,250296
New Hampshire,,2021-02-21,260809
New Hampshire,,2021-02-22,267893
New Hampshire,,2021-02-23,274267
New Hampshire,,2021-02-24,282235
New Hampshire,,2021-02-25,291248
New Hampshire,,2021-02-26,299874
New Hampshire,,2021-02-27,310769
New Hampshire,,2021-02-28,321602
New Hampshire,,2021-03-01,324806
New Hampshire,,2021-03-02,330538
New Hampshire,,2021-03-03,339484
New Hampshire,,2021-03-04,349825
New Hampshire,,2021-03-05,358497
New Hampshire,,2021-03-06,371111
New Hampshire,,2021-03-07,382103
New Hampshire,,2021-03-08,385485
New Hampshire,,2021-03-09,393931
New Hampshire,,2021-03-10,405366
New Hampshire,,2021-03-11,418658
New Hampshire,,2021-03-12,431296
New Hampshire,,2021-03-13,450103
New Hampshire,,2021-03-14,460696
New Hampshire,,2021-03-15,465226
New Hampshire,,2021-03-16,471480
New Hampshire,,2021-03-17,478758
New Hampshire,,2021-03-18,489626
New Hampshire,,2021-03-19,500911
New Hampshire,,2021-03-20,514422
New Hampshire,,2021-03-21,529948
New Hampshire,,2021-03-22,537577
New Hampshire,,2021-03-23,545500
New Hampshire,,2021-03-24,554889
New Hampshire,,2021-03-25,566168
New Hampshire,,2021-03-26,574612
New Hampshire,,2021-03-27,586018
New Hampshire,,2021-03-28,598445
New Hampshire,,2021-03-29,602562
New Hampshire,,2021-03-30,607126
New Hampshire,,2021-03-31,614984
New Hampshire,,2021-04-01,707655
New Hampshire,,2021-04-02,721042
New Hampshire,,2021-04-03,764940
New Hampshire,,2021-04-04,774277
New Hampshire,,2021-04-05,796674
New Hampshire,,2021-04-06,800922
New Hampshire,,2021-04-07,829371
New Hampshire,,2021-04-08,858460
New Hampshire,,2021-04-09,889074
New Hampshire,,2021-04-10,922666
New Hampshire,,2021-04-11,958018
New Hampshire,,2021-04-12,978713
New Hampshire,,2021-04-13,996633
New Hampshire,,2021-04-14,1008027
New Hampshire,,2021-04-15,1050144
New Hampshire,,2021-04-16,1075608
New Hampshire,,2021-04-17,1088613
New Hampshire,,2021-04-18,1099300
New Hampshire,,2021-04-19,1102415
New Hampshire,,2021-04-20,1108521
New Hampshire,,2021-04-21,1113989
New Hampshire,,2021-04-22,1117327
New Hampshire,,2021-04-23,1120433
New Hampshire,,2021-04-24,1123788
New Hampshire,,2021-04-25,1127251
New Jersey,,2021-01-12,221045
New Jersey,,2021-01-13,262982
New Jersey,,2021-01-14,263422
New Jersey,,2021-01-15,317070
New Jersey,,2021-01-19,400148
New Jersey,,2021-01-20,432220
New Jersey,,2021-01-21,432220
New Jersey,,2021-01-22,464363
New Jersey,,2021-01-23,500889
New Jersey,,2021-01-24,535625
New Jersey,,2021-01-25,563141
New Jersey,,2021-01-26,575733
New Jersey,,2021-01-27,611862
New Jersey,,2021-01-28,648215
New Jersey,,2021-01-29,727426
New Jersey,,2021-01-30,768944
New Jersey,,2021-01-31,795440
New Jersey,,2021-02-01,810293
New Jersey,,2021-02-02,836584
New Jersey,,2021-02-03,851721
New Jersey,,2021-02-04,851721
New Jersey,,2021-02-05,884736
New Jersey,,2021-02-06,1041289
New Jersey,,2021-02-07,1074805
New Jersey,,2021-02-08,1094886
New Jersey,,2021-02-09,1096789
New Jersey,,2021-02-10,1148733
New Jersey,,2021-02-11,1196677
New Jersey,,2021-02-12,1252742
New Jersey,,2021-02-13,1309703
New Jersey,,2021-02-14,1349327
New Jersey,,2021-02-16,1427336
New Jersey,,2021-02-17,1480413
New Jersey,,2021-02-18,1542174
New Jersey,,2021-02-19,1604448
New Jersey,,2021-02-20,1648599
New Jersey,,2021-02-21,1689031
New Jersey,,2021-02-22,1711610
New Jersey,,2021-02-23,1759059
New Jersey,,2021-02-24,1803596
New Jersey,,2021-02-25,1866378
New Jersey,,2021-02-26,1943116
New Jersey,,2021-02-27,2008524
New Jersey,,2021-02-28,2065666
New Jersey,,2021-03-01,2096498
New Jersey,,2021-03-02,2187330
New Jersey,,2021-03-03,2249861
New Jersey,,2021-03-04,2325257
New Jersey,,2021-03-05,2403077
New Jersey,,2021-03-06,2478696
New Jersey,,2021-03-07,2534361
New Jersey,,2021-03-08,2571874
New Jersey,,2021-03-09,2639438
New Jersey,,2021-03-10,2714949
New Jersey,,2021-03-11,2834934
New Jersey,,2021-03-12,2916801
New Jersey,,2021-03-13,3011319
New Jersey,,2021-03-14,3065373
New Jersey,,2021-03-15,3112960
New Jersey,,2021-03-16,3174729
New Jersey,,2021-03-17,3254946
New Jersey,,2021-03-18,3346883
New Jersey,,2021-03-19,3431096
New Jersey,,2021-03-20,3514899
New Jersey,,2021-03-21,3581686
New Jersey,,2021-03-22,3635504
New Jersey,,2021-03-23,3636384
New Jersey,,2021-03-24,3781744
New Jersey,,2021-03-25,3869393
New Jersey,,2021-03-26,3958836
New Jersey,,2021-03-27,4053945
New Jersey,,2021-03-28,4142916
New Jersey,,2021-03-29,4204062
New Jersey,,2021-03-30,4292515
New Jersey,,2021-03-31,4381035
New Jersey,,2021-04-01,4523995
New Jersey,,2021-04-02,4655258
New Jersey,,2021-04-03,4766910
New Jersey,,2021-04-04,4855447
New Jersey,,2021-04-05,4909547
New Jersey,,2021-04-06,4979819
New Jersey,,2021-04-07,5094041
New Jersey,,2021-04-08,5226827
New Jersey,,2021-04-09,5351413
New Jersey,,2021-04-10,5495689
New Jersey,,2021-04-11,5590502
New Jersey,,2021-04-12,5673369
New Jersey,,2021-04-13,5769561
New Jersey,,2021-04-14,5874832
New Jersey,,2021-04-15,5978301
New Jersey,,2021-04-16,6076066
New Jersey,,2021-04-17,6188717
New Jersey,,2021-04-18,6269398
New Jersey,,2021-04-19,6340637
New Jersey,,2021-04-20,6415408
New Jersey,,2021-04-21,6510179
New Jersey,,2021-04-22,6605809
New Jersey,,2021-04-23,6720403
New Jersey,,2021-04-24,6826763
New Jersey,,2021-04-25,6908470
New Mexico,,2021-01-12,78235
New Mexico,,2021-01-13,81855
New Mexico,,2021-01-14,89415
New Mexico,,2021-01-15,99305
New Mexico,,2021-01-19,138150
New Mexico,,2021-01-20,143302
New Mexico,,2021-01-21,152465
New Mexico,,2021-01-22,162045
New Mexico,,2021-01-23,184698
New Mexico,,2021-01-24,200141
New Mexico,,2021-01-25,204670
New Mexico,,2021-01-26,210136
New Mexico,,2021-01-27,217075
New Mexico,,2021-01-28,224692
New Mexico,,2021-01-29,238755
New Mexico,,2021-01-30,248321
New Mexico,,2021-01-31,264147
New Mexico,,2021-02-01,275224
New Mexico,,2021-02-02,277617
New Mexico,,2021-02-03,284830
New Mexico,,2021-02-04,294566
New Mexico,,2021-02-05,306945
New Mexico,,2021-02-06,322611
New Mexico,,2021-02-07,331793
New Mexico,,2021-02-08,342786
New Mexico,,2021-02-09,346064
New Mexico,,2021-02-10,354627
New Mexico,,2021-02-11,369864
New Mexico,,2021-02-12,388806
New Mexico,,2021-02-13,399911
New Mexico,,2021-02-14,419882
New Mexico,,2021-02-16,443359
New Mexico,,2021-02-17,447379
New Mexico,,2021-02-18,456034
New Mexico,,2021-02-19,562580
New Mexico,,2021-02-20,578916
New Mexico,,2021-02-21,595951
New Mexico,,2021-02-22,604732
New Mexico,,2021-02-23,612496
New Mexico,,2021-02-24,618666
New Mexico,,2021-02-25,634845
New Mexico,,2021-02-26,657118
New Mexico,,2021-02-27,678087
New Mexico,,2021-02-28,705538
New Mexico,,2021-03-01,711612
New Mexico,,2021-03-02,721489
New Mexico,,2021-03-03,735930
New Mexico,,2021-03-04,743904
New Mexico,,2021-03-05,765965
New Mexico,,2021-03-06,801111
New Mexico,,2021-03-07,814029
New Mexico,,2021-03-08,833881
New Mexico,,2021-03-09,839018
New Mexico,,2021-03-10,840633
New Mexico,,2021-03-11,867690
New Mexico,,2021-03-12,895586
New Mexico,,2021-03-13,913253
New Mexico,,2021-03-14,942171
New Mexico,,2021-03-15,952566
New Mexico,,2021-03-16,970496
New Mexico,,2021-03-17,983709
New Mexico,,2021-03-18,1004050
New Mexico,,2021-03-19,1031202
New Mexico,,2021-03-20,1060171
New Mexico,,2021-03-21,1085158
New Mexico,,2021-03-22,1098197
New Mexico,,2021-03-23,1101603
New Mexico,,2021-03-24,1111612
New Mexico,,2021-03-25,1135178
New Mexico,,2021-03-26,1162064
New Mexico,,2021-03-27,1191220
New Mexico,,2021-03-28,1224826
New Mexico,,2021-03-29,1239316
New Mexico,,2021-03-30,1242292
New Mexico,,2021-03-31,1258002
New Mexico,,2021-04-01,1281047
New Mexico,,2021-04-02,1312410
New Mexico,,2021-04-03,1342108
New Mexico,,2021-04-04,1365434
New Mexico,,2021-04-05,1374022
New Mexico,,2021-04-06,1377054
New Mexico,,2021-04-07,1384192
New Mexico,,2021-04-08,1417243
New Mexico,,2021-04-09,1448347
New Mexico,,2021-04-10,1477908
New Mexico,,2021-04-11,1502885
New Mexico,,2021-04-12,1514221
New Mexico,,2021-04-13,1517182
New Mexico,,2021-04-14,1530389
New Mexico,,2021-04-15,1551199
New Mexico,,2021-04-16,1578058
New Mexico,,2021-04-17,1606321
New Mexico,,2021-04-18,1627241
New Mexico,,2021-04-19,1640167
New Mexico,,2021-04-20,1643816
New Mexico,,2021-04-21,1656039
New Mexico,,2021-04-22,1674797
New Mexico,,2021-04-23,1699936
New Mexico,,2021-04-24,1722116
New Mexico,,2021-04-25,1739923
New York State,,2021-01-12,579532
New York State,,2021-01-13,632473
New York State,,2021-01-14,688576
New York State,,2021-01-15,757466
New York State,,2021-01-19,1000319
New York State,,2021-01-20,1046490
New York State,,2021-01-21,1116441
New York State,,2021-01-22,1203994
New York State,,2021-01-23,1282515
New York State,,2021-01-24,1365404
New York State,,2021-01-25,1418313
New York State,,2021-01-26,1453972
New York State,,2021-01-27,1518697
New York State,,2021-01-28,1630504
New York State,,2021-01-29,1703218
New York State,,2021-01-30,1791935
New York State,,2021-01-31,1875462
New York State,,2021-02-01,1927665
New York State,,2021-02-02,1966446
New York State,,2021-02-03,2003170
New York State,,2021-02-04,2060301
New York State,,2021-02-05,2132305
New York State,,2021-02-06,2225316
New York State,,2021-02-07,2336867
New York State,,2021-02-08,2418074
New York State,,2021-02-09,2441693
New York State,,2021-02-10,2535824
New York State,,2021-02-11,2620734
New York State,,2021-02-12,2712546
New York State,,2021-02-13,2821335
New York State,,2021-02-14,2925186
New York State,,2021-02-16,3110432
New York State,,2021-02-17,3178252
New York State,,2021-02-18,3253874
New York State,,2021-02-19,3447521
New York State,,2021-02-20,3535997
New York State,,2021-02-21,3621973
New York State,,2021-02-22,3711664
New York State,,2021-02-23,3772702
New York State,,2021-02-24,3821059
New York State,,2021-02-25,3879303
New York State,,2021-02-26,3955191
New York State,,2021-02-27,4060431
New York State,,2021-02-28,4225250
New York State,,2021-03-01,4355544
New York State,,2021-03-02,4495821
New York State,,2021-03-03,4607571
New York State,,2021-03-04,4730809
New York State,,2021-03-05,4864621
New York State,,2021-03-06,5042187
New York State,,2021-03-07,5237597
New York State,,2021-03-08,5416301
New York State,,2021-03-09,5525344
New York State,,2021-03-10,5691711
New York State,,2021-03-11,5840907
New York State,,2021-03-12,5999720
New York State,,2021-03-13,6295058
New York State,,2021-03-14,6295058
New York State,,2021-03-15,6443462
New York State,,2021-03-16,6571852
New York State,,2021-03-17,6700442
New York State,,2021-03-18,6853499
New York State,,2021-03-19,7004762
New York State,,2021-03-20,7185757
New York State,,2021-03-21,7371644
New York State,,2021-03-22,7522949
New York State,,2021-03-23,7695283
New York State,,2021-03-24,7836940
New York State,,2021-03-25,7986362
New York State,,2021-03-26,8194278
New York State,,2021-03-27,8435639
New York State,,2021-03-28,8654504
New York State,,2021-03-29,8862843
New York State,,2021-03-30,9023541
New York State,,2021-03-31,9261975
New York State,,2021-04-01,9393484
New York State,,2021-04-02,9914326
New York State,,2021-04-03,10281033
New York State,,2021-04-04,10519517
New York State,,2021-04-05,10640003
New York State,,2021-04-06,10761342
New York State,,2021-04-07,11027009
New York State,,2021-04-08,11243192
New York State,,2021-04-09,11519440
New York State,,2021-04-10,11811282
New York State,,2021-04-11,12062900
New York State,,2021-04-12,12242726
New York State,,2021-04-13,12437468
New York State,,2021-04-14,12633362
New York State,,2021-04-15,12843875
New York State,,2021-04-16,13064837
New York State,,2021-04-17,13277087
New York State,,2021-04-18,13531789
New York State,,2021-04-19,13676604
New York State,,2021-04-20,13829745
New York State,,2021-04-21,14003973
New York State,,2021-04-22,14171716
New York State,,2021-04-23,14374751
New York State,,2021-04-24,14571048
New York State,,2021-04-25,14732987
North Carolina,,2021-01-12,211610
North Carolina,,2021-01-13,266938
North Carolina,,2021-01-14,268212
North Carolina,,2021-01-15,302824
North Carolina,,2021-01-19,400779
North Carolina,,2021-01-20,427480
North Carolina,,2021-01-21,473282
